id,nombre,nivel,refs,lat,lng,brief,area
mortar,Mortar,descartado,1,31.777444,35.234935,A district or valley in or near Jerusalem,-
moserah,Moserah,descartado,1,30.317396,35.407152,A place where the Israelites camped during their wilderness wanderings,-
mozah,Mozah,descartado,1,31.802641,35.158376,A town in the territory of Benjamin,-
myra,Myra,descartado,1,36.2307717908834,30.01145882074154,A city in Lycia where Paul's ship stopped,-
naamah,Naamah,descartado,1,31.871782,34.871894,A town in the Judean lowlands,-
nain,Nain,descartado,1,32.63083336680386,35.34782689102158,A town in Galilee where Jesus raised a widow's son,-
naphath,Naphath,descartado,1,32.58418313614938,35.18229165870594,A region in Issachar with Manassite towns,-
neapolis,Neapolis,descartado,1,40.94413199321298,24.41767995412326,A port city in Macedonia visited by Paul,-
neballat,Neballat,descartado,1,31.992079,34.957563,A town in Benjamin inhabited by Benjamites after the exile,-
netaim,Netaim,descartado,1,31.823337,34.777779,A place associated with potters in Judah,-
nezib,Nezib,descartado,1,31.58805,34.992389,A town in the Judean lowlands,-
nibshan,Nibshan,descartado,1,31.46152536164766,35.39241108242345,A town in the Judean wilderness,-
ophni,Ophni,descartado,1,31.961989,35.215483,A town in Benjamin,-
parah,Parah,descartado,1,31.833333,35.3,A city in Benjamin's territory,-
patara,Patara,descartado,1,36.27471786927205,29.3186378339052,A city in Lycia visited by Paul,-
patmos,Patmos,descartado,1,37.30752,26.548274,An island where John received the Revelation,-
people's_gate,People's Gate,descartado,1,31.777444,35.234935,A gate in Jerusalem mentioned by Jeremiah,-
perazim_mount,Perazim Mount,descartado,1,31.756332,35.223059,A place where David defeated the Philistines,-
perez_uzza,Perez-uzza,descartado,1,31.777444,35.234935,A place named after Uzzah's death,-
pharpar,Pharpar,descartado,1,33.379601,36.306085,"A river in Damascus, Syria",-
phoenix,Phoenix,descartado,1,35.1988857652248,24.08098202270813,A harbor on the island of Crete,-
pi_beseth,Pi-beseth,descartado,1,30.583333,31.5,An Egyptian city mentioned in Ezekiel's prophecy,-
pithom,Pithom,descartado,1,30.59385132817632,32.18555803140015,A store city built by the Israelites in Egypt,-
potsherd_gate,Potsherd Gate,descartado,1,31.777444,35.234935,A gate in Jerusalem mentioned by Jeremiah,-
puteoli,Puteoli,descartado,1,40.83563065297087,14.2677438666742,A port city in Italy visited by Paul,-
raamah,Raamah,descartado,1,15.68,42.78,"A trading partner of Tyre, possibly in Arabia",-
raamses,Raamses,descartado,1,30.59385132817632,32.18555803140015,A store city built by the Israelites in Egypt,-
rabbith,Rabbith,descartado,1,32.391416,35.377302,A town allotted to the tribe of Issachar,-
rakkon,Rakkon,descartado,1,32.132898,34.788144,A town allotted to the tribe of Dan,-
ramah,Ramah,descartado,1,33.111078,35.310464,A town on the border of Asher and Tyre,-
ramah,Ramah,descartado,1,32.93901,35.368123,A fortified city in the territory of Naphtali,-
ramath_lehi,Ramath-lehi,descartado,1,31.75274835811488,34.97660913147738,The place where Samson killed a thousand Philistines,-
recah,Recah,descartado,1,31.70536129174666,35.21026630105202,Descendant of Judah,-
rehob,Rehob,descartado,1,33.125828,35.165,City on the border of Asher,-
rehoboth,Rehoboth,descartado,1,31.066829,34.59783,Well dug by Isaac,-
rekem,Rekem,descartado,1,31.869343,35.197712,City in Benjamin,-
resen,Resen,descartado,1,36.35941,43.152887,Ancient Assyrian city built by Nimrod,-
rhegium,Rhegium,descartado,1,38.11158003147303,15.64327902497161,Italian city visited by Paul,-
rhodes,Rhodes,descartado,1,36.44192632910195,28.22672173336723,Island visited by Paul on his journey,-
riblah,Riblah,descartado,1,34.353071,36.385705,Place on the eastern border of the Promised Land,-
rock_of_escape,Rock of Escape,descartado,1,31.41666666666668,35.1166666666667,Place where Saul stopped pursuing David,-
sahar,Sahar,descartado,1,33.664912,36.248576,Unknown location mentioned in Ezekiel's prophecy,-
salamis,Salamis,descartado,1,35.17724606944397,33.90755212865949,City on Cyprus visited by Paul and Barnabas,-
salim,Salim,descartado,1,32.39933414034645,35.52644309698702,Place near Aenon where John the Baptist baptized,-
salmone,Salmone,descartado,1,35.21229729880597,26.27449174374278,Promontory on the island of Crete,-
samos,Samos,descartado,1,37.715172,26.934167,Island visited by Paul during his travels,-
samothrace,Samothrace,descartado,1,40.467279,25.486069,Island visited by Paul during his second missionary journey,-
sansannah,Sansannah,descartado,1,31.391668,34.940502,Town in the Negev region of Judah,-
sebam,Sebam,descartado,1,31.815283,35.766738,Town in the territory of Reuben,-
secacah,Secacah,descartado,1,31.766667,35.283333,Town in the wilderness of Judah,-
secu,Secu,descartado,1,31.883333,35.2,Place near Ramah visited by Saul,-
seir_mount,Seir Mount,descartado,1,31.783333,34.994,Landmark on the boundary of Judah,-
seirah,Seirah,descartado,1,31.93053920580005,35.22103274923676,Place where Ehud escaped after killing Eglon,-
seleucia,Seleucia,descartado,1,36.11101750333098,35.92680788324002,Port city from which Paul and Barnabas sailed,-
seneh,Seneh,descartado,1,31.85309428405443,35.28616916703533,Rocky crag near Michmash,-
sephar,Sephar,descartado,1,14.550219,44.392642,Boundary of the territory settled by Joktan's descendants,-
shaalim,Shaalim,descartado,1,31.84684772753698,35.18491237777512,Region traversed by Saul in search of donkeys,-
shahazumah,Shahazumah,descartado,1,32.40643,35.504628,Border town of Issachar,-
shalishah,Shalishah,descartado,1,31.84684772753698,35.18491237777512,Region Saul passed through seeking donkeys,-
shallecheth,Shallecheth,descartado,1,31.777444,35.234935,Gate in Jerusalem assigned to Shuppim and Hosah,-
shamir,Shamir,descartado,1,31.416667,34.933333,Town in the hill country of Judah,-
shaphir,Shaphir,descartado,1,31.743719,34.694006,Town addressed in Micah's prophecy,-
sharon,Sharon,descartado,1,33.41615982399708,35.85725617635589,Region where Gadites pastured their flocks,-
shebarim,Shebarim,descartado,1,31.91697811712517,35.26122639380886,Place near Ai where Israelites fled,-
shema,Shema,descartado,1,31.162327,35.057114,Town in the Negev region of Judah,-
shen,Shen,descartado,1,31.83273947023218,35.1801628605877,Place where Samuel set up the Ebenezer stone,-
shihor_libnath,Shihor-libnath,descartado,1,32.538496,34.907697,Boundary point of Asher's territory,-
shikkeron,Shikkeron,descartado,1,31.77761410537458,34.85214575880509,Town on the border of Judah,-
shion,Shion,descartado,1,32.716666,35.333334,Town in the territory of Issachar,-
shittim_valley,Shittim Valley,descartado,1,31.85826217905818,35.64156652792805,Valley mentioned in Joel's prophecy,-
shoa,Shoa,descartado,1,34.798311,48.514966,People group mentioned in Ezekiel's prophecy,-
shual,Shual,descartado,1,31.95378955858199,35.29913577541004,Region raided by Philistines during Saul's reign,-
sibraim,Sibraim,descartado,1,35.136204,36.749488,Landmark on the northeastern border of the Promised Land,-
silla,Silla,descartado,1,31.777444,35.234935,Place where King Joash was assassinated,-
siphmoth,Siphmoth,descartado,1,31.373521,35.074552,Town in southern Judah that received spoils from David,-
sitnah,Sitnah,descartado,1,31.39129109635703,34.56057015639144,"Well dug by Isaac, disputed by Philistines",-
socoh,Socoh,descartado,1,31.41666959977098,34.96667012280085,A town in the hill country of Judah,-
sorek_valley,Sorek Valley,descartado,1,31.825731,34.989013,"Valley where Delilah lived, Samson's downfall occurred",-
straight,Straight,descartado,1,33.519299,36.31344999999999,Street in Damascus where Saul stayed after conversion,-
suph,Suph,descartado,1,27.088473,34.771729,Place near where Moses spoke to Israel,-
suphah,Suphah,descartado,1,27.088473,34.771729,Place mentioned in the Book of the Wars of the Lord,-
sur,Sur,descartado,1,31.777444,35.234935,Gate of the temple in Jerusalem,-
sychar,Sychar,descartado,1,32.20307656686443,35.31192106402537,Samaritan city near Jacob's well,-
syracuse,Syracuse,descartado,1,37.06823247873927,15.2948238829937,City in Sicily where Paul's ship stopped,-
syrtis,Syrtis,descartado,1,31.766667,18.505556,Dangerous shallow waters off the coast of Libya,-
taanath_shiloh,Taanath-shiloh,descartado,1,32.15,35.383333,Landmark on the border of Ephraim's territory,-
tabbath,Tabbath,descartado,1,32.35601,35.536929,Place near where Midianites fled from Gideon,-
tabor,Tabor,descartado,1,31.93053920580005,35.22103274923676,"Oak tree near Bethel, mentioned in Samuel's prophecy",-
tappuah,Tappuah,descartado,1,32.15,35.126,Town in the Judean Shephelah,-
taralah,Taralah,descartado,1,31.792733,35.196862,Town allotted to the tribe of Benjamin,-
tel_abib,Tel-abib,descartado,1,32.127213,45.229995,Settlement of exiled Jews in Babylonia,-
telaim,Telaim,descartado,1,31.244952,34.840888,Place where Saul gathered his army,-
telem,Telem,descartado,1,31.244952,34.840888,Town in the Negev region of Judah,-
three_taverns,Three Taverns,descartado,1,41.59132,12.828636,Staging post on the Appian Way near Rome,-
tibhath,Tibhath,descartado,1,33.93148,36.152049,City from which David took bronze for the Temple,-
timnah,Timnah,descartado,1,31.699323,35.040359,Town in the hill country of Judah,-
tiphsah,Tiphsah,descartado,1,35.847967,38.73235,"City on the Euphrates, extent of Solomon's kingdom",-
tiphsah,Tiphsah,descartado,1,32.166667,35.166667,City attacked by King Menahem of Israel,-
tochen,Tochen,descartado,1,31.8099,34.9365,Town in the territory of Simeon,-
tolad,Tolad,descartado,1,31.244952,34.840888,Town in the territory of Simeon,-
tophel,Tophel,descartado,1,30.936991,35.61687,A place near where Moses addressed the Israelites,-
trachonitis,Trachonitis,descartado,1,32.833333,36.5,A rugged region northeast of the Jordan River,-
travelers_valley,Travelers Valley,descartado,1,31.49684513710609,35.78284105296996,A valley where Gog's army will be buried,-
ummah,Ummah,descartado,1,33.104377,35.180623,A town allotted to the tribe of Asher,-
uzal,Uzal,descartado,1,15.354879,44.215092,A place mentioned in Ezekiel's prophecy,-
uzzen_sheerah,Uzzen-sheerah,descartado,1,31.887821,35.045649,"A town built by Sheerah, daughter of Ephraim",-
waheb,Waheb,descartado,1,27.088473,34.771729,A place mentioned in the Book of Numbers,-
way_of_holiness,Way of Holiness,descartado,1,31.777444,35.234935,A prophesied highway for the redeemed in Isaiah,-
wildgoats_rocks,Wildgoats Rocks,descartado,1,31.46152536164766,35.39241108242345,A place near En Gedi where David hid from Saul,-
yiron,Yiron,descartado,1,33.088748,35.414111,A town allotted to the tribe of Naphtali,-
zaanan,Zaanan,descartado,1,31.743719,34.694006,A town mentioned in Micah's prophecy,-
zanoah,Zanoah,descartado,1,31.366667,35.0,A town in the hill country of Judah,-
zeboim,Zeboim,descartado,1,31.10182240291489,35.47633656511371,A town resettled by the people of Judah after the exile,-
zeboim_valley,Zeboim Valley,descartado,1,31.936283,35.424836,A valley mentioned in connection with Saul's military campaigns,-
zelzah,Zelzah,descartado,1,31.717666,35.187019,A place near Rachel's tomb in Benjamin,-
zenan,Zenan,descartado,1,31.743719,34.694006,A town in the Judean lowlands,-
zephathah_valley,Zephathah Valley,descartado,1,31.615198,34.910085,A valley where Asa defeated the Cushite army,-
zer,Zer,descartado,1,33.125828,35.165,A fortified city in Naphtali,-
zeredah,Zeredah,descartado,1,32.23293813761263,35.27304180036391,"The hometown of Jeroboam, first king of Israel",-
zereth_shahar,Zereth-shahar,descartado,1,31.616962,35.567522,A city in Reuben's territory by the Dead Sea,-
ziddim,Ziddim,descartado,1,32.814279,35.435872,A fortified city in Naphtali,-
zimri,Zimri,descartado,1,32.18919123705116,48.25788647687722,A nation mentioned in Jeremiah's prophecy against nations,-
zior,Zior,descartado,1,31.589719,35.148296,A town in the hill country of Judah,-
ziph,Ziph,descartado,1,31.244952,34.840888,A town in the Negev of Judah,-
ziphron,Ziphron,descartado,1,34.229499,37.240077,A place on the northern border of the Promised Land,-
ziz,Ziz,descartado,1,31.572903,35.406346,A pass where Jehoshaphat defeated Moab and Ammon,-
zophim,Zophim,descartado,1,31.767811,35.725296,A place in Moab where Balaam blessed Israel,-
zuph,Zuph,descartado,1,31.846847,35.184912,A land where Saul searched for his father's donkeys,-
